id,label
1,0.9999998807907104
2,1.0
3,1.0
4,0.9993233680725098
5,3.2732841646065935e-05
6,0.0008560082642361522
7,8.098553827551314e-09
8,4.201033880235627e-05
9,6.658870006504003e-07
10,4.04008062560024e-08
11,5.598960850505819e-09
12,0.99798583984375
13,5.654372614571912e-08
14,0.006645134184509516
15,1.3680262478388272e-09
16,0.0017659745644778013
17,0.9997089505195618
18,1.0
19,2.3135672932994567e-08
20,3.5888345628620755e-09
21,1.0
22,4.417878153617494e-05
23,0.9999951124191284
24,0.9989180564880371
25,0.00022319363779388368
26,0.9999997615814209
27,0.9999986886978149
28,1.3401033616133873e-09
29,0.05238284170627594
30,0.9999935626983643
31,1.0
32,0.3357531428337097
33,0.9998366832733154
34,0.000700961914844811
35,2.851091807087869e-09
36,1.1370948413969018e-06
37,8.566512832430817e-09
38,5.6792299751862174e-09
39,0.3563928008079529
40,3.4434578992659226e-05
41,0.999984622001648
42,1.0
43,1.0
44,0.9980170726776123
45,9.806508671772463e-08
46,0.9999983310699463
47,3.228408615996159e-07
48,0.999983549118042
49,0.9999997615814209
50,1.5955782146193087e-05
51,1.422163933284537e-07
52,1.3228452111491151e-08
53,1.0780782758956775e-05
54,1.9154034816892818e-05
55,1.0047277783087338e-06
56,1.0
57,1.0
58,1.6769266530936022e-10
59,0.9997605681419373
60,1.545861414342653e-05
61,0.024795182049274445
62,0.9998660087585449
63,0.0018776619108393788
64,0.015988623723387718
65,0.999992847442627
66,0.9999955892562866
67,0.9997058510780334
68,1.1603557004136178e-09
69,0.9942660927772522
70,1.0
71,0.9981971383094788
72,1.0
73,1.0
74,0.9999159574508667
75,0.017944028601050377
76,0.9999788999557495
77,0.9996182918548584
78,0.9999586343765259
79,0.9999998807907104
80,2.8036492949468084e-05
81,0.31020665168762207
82,1.4502172795971546e-08
83,0.9999924898147583
84,0.046790629625320435
85,0.9998358488082886
86,0.9931241869926453
87,0.9999986886978149
88,1.0
89,9.662703526203131e-09
90,0.3342859148979187
91,0.07213233411312103
92,1.1588621728897408e-10
93,5.3207327432858165e-09
94,1.0
95,0.9999426603317261
96,1.4723195818078239e-07
97,0.9999998807907104
98,0.9998350143432617
99,6.15079557064746e-07
100,0.010599582456052303
101,2.1411615591659938e-08
102,0.9999681711196899
103,1.2588223796683451e-08
104,0.000570694450289011
105,0.9999669790267944
106,0.9997183680534363
107,3.905124685843475e-05
108,3.4670603099584696e-07
109,0.8139112591743469
110,0.999985933303833
111,0.9895931482315063
112,0.9999992847442627
113,0.9999988079071045
114,3.5177752124582184e-06
115,0.0001860150950960815
116,2.235646112680456e-09
117,1.6447277175757335e-06
118,0.9983464479446411
